Time t (min);Temperature T(c);Heat Flow Q (mW);Heat Flow (Normalized) Q (W/g);Weight (mg);Weight (%)
0;31,94;6,033;0,235;25,626;99,999
0;31,94;6,033;0,235;25,625;99,999
0;31,94;6,033;0,235;25,625;99,999
0,01;31,94;6,033;0,235;25,625;99,998
0,01;31,94;6,033;0,235;25,625;99,998
0,01;31,94;6,033;0,235;25,625;99,998
0,01;31,94;6,033;0,235;25,625;99,997
0,01;31,94;6,033;0,235;25,625;99,997
0,01;31,94;6,033;0,235;25,625;99,997
0,01;31,94;6,033;0,235;25,625;99,996
0,02;31,94;6,033;0,235;25,625;99,996
0,02;31,94;6,033;0,235;25,625;99,996
0,02;31,94;6,033;0,235;25,625;99,995
0,02;31,94;6,033;0,235;25,624;99,995
0,02;31,94;6,033;0,235;25,624;99,995
0,03;31,94;6,033;0,235;25,624;99,994
0,03;31,94;6,033;0,235;25,624;99,994
0,03;31,94;6,033;0,235;25,624;99,994
0,03;31,94;6,033;0,235;25,624;99,993
0,03;31,94;6,033;0,235;25,624;99,993
0,03;31,94;6,033;0,235;25,624;99,993
0,03;31,94;6,033;0,235;25,624;99,992
0,04;31,94;6,033;0,235;25,624;99,992
0,04;31,94;6,033;0,235;25,624;99,992
0,04;31,94;6,033;0,235;25,623;99,991
0,04;31,95;6,032;0,235;25,623;99,991
0,04;31,96;6,032;0,235;25,623;99,99
0,05;31,97;6,032;0,235;25,623;99,99
0,05;31,99;6,031;0,235;25,623;99,99
0,05;32;6,031;0,235;25,623;99,989
0,05;32,01;6,031;0,235;25,623;99,989
0,05;32,02;6,03;0,235;25,623;99,989
0,05;32,03;6,03;0,235;25,623;99,988
0,05;32,04;6,03;0,235;25,623;99,988
0,06;32,05;6,03;0,235;25,623;99,987
0,06;32,07;6,03;0,235;25,622;99,987
0,06;32,08;6,029;0,235;25,622;99,987
0,06;32,09;6,029;0,235;25,622;99,986
0,06;32,1;6,029;0,235;25,622;99,986
0,07;32,11;6,029;0,235;25,622;99,985
0,07;32,12;6,028;0,235;25,622;99,985
0,07;32,14;6,028;0,235;25,622;99,985
0,07;32,15;6,028;0,235;25,622;99,984
0,07;32,16;6,028;0,235;25,622;99,984
0,07;32,17;6,027;0,235;25,621;99,983
0,08;32,18;6,027;0,235;25,621;99,983
0,08;32,19;6,027;0,235;25,621;99,983
0,08;32,2;6,026;0,235;25,621;99,982
0,08;32,22;6,026;0,235;25,621;99,982
0,08;32,23;6,025;0,235;25,621;99,981
0,08;32,24;6,025;0,235;25,621;99,981
0,08;32,25;6,024;0,235;25,621;99,98
0,09;32,26;6,023;0,235;25,621;99,98
0,09;32,27;6,023;0,235;25,62;99,98
0,09;32,28;6,022;0,235;25,62;99,979
0,09;32,3;6,022;0,235;25,62;99,979
0,09;32,31;6,021;0,235;25,62;99,978
0,09;32,32;6,02;0,235;25,62;99,978
0,1;32,33;6,02;0,235;25,62;99,977
0,1;32,34;6,019;0,235;25,62;99,977
0,1;32,35;6,018;0,235;25,62;99,976
0,1;32,36;6,017;0,235;25,62;99,976
0,1;32,37;6,017;0,235;25,619;99,975
0,11;32,39;6,016;0,235;25,619;99,975
0,11;32,4;6,015;0,235;25,619;99,975
0,11;32,41;6,014;0,235;25,619;99,974
0,11;32,42;6,014;0,235;25,619;99,974
0,11;32,43;6,013;0,235;25,619;99,973
0,11;32,44;6,012;0,235;25,619;99,973
0,12;32,45;6,011;0,235;25,619;99,972
0,12;32,46;6,01;0,235;25,618;99,972
0,12;32,48;6,009;0,234;25,618;99,971
0,12;32,49;6,007;0,234;25,618;99,971
0,12;32,5;6,006;0,234;25,618;99,97
0,12;32,51;6,005;0,234;25,618;99,97
0,13;32,52;6,004;0,234;25,618;99,969
0,13;32,53;6,003;0,234;25,618;99,969
0,13;32,54;6,002;0,234;25,618;99,968
0,13;32,55;6;0,234;25,617;99,968
0,13;32,56;5,999;0,234;25,617;99,967
0,13;32,58;5,998;0,234;25,617;99,967
0,14;32,59;5,997;0,234;25,617;99,966
0,14;32,6;5,995;0,234;25,617;99,966
0,14;32,61;5,994;0,234;25,617;99,965
0,14;32,62;5,993;0,234;25,617;99,965
0,14;32,63;5,991;0,234;25,617;99,964
0,14;32,64;5,99;0,234;25,616;99,964
0,14;32,65;5,989;0,234;25,616;99,963
0,15;32,66;5,987;0,234;25,616;99,963
0,15;32,67;5,986;0,234;25,616;99,962
0,15;32,69;5,985;0,234;25,616;99,962
0,15;32,7;5,983;0,233;25,616;99,961
0,15;32,71;5,982;0,233;25,616;99,961
0,16;32,72;5,98;0,233;25,616;99,96
0,16;32,73;5,978;0,233;25,615;99,96
0,16;32,74;5,977;0,233;25,615;99,959
0,16;32,75;5,975;0,233;25,615;99,959
0,16;32,76;5,973;0,233;25,615;99,958
0,16;32,77;5,971;0,233;25,615;99,957
0,16;32,78;5,97;0,233;25,615;99,957
